Name,Temperature,Carbon,Water,Rhodium,Iron,Atmosphere Color,Moons,Habitable
HR 7292p,320671,Low,Low,Low,Low,,8,1
LHS 8892e,326316,Medium,High,High,High,Blue,7,0
Ross 4570e,307236,Low,Low,Low,Medium,Blue,2,1
KELT-5517r,288175,High,High,High,High,Red,4,0
HD 1744v,288555,High,High,Low,Low,,7,0
TRAPPIST-2873u,312105,Low,Low,High,Medium,Yellow,7,1
Kepler-9190j,266696,Low,Low,Low,Low,Yellow,4,1
WASP-3033n,306281,Low,Low,Low,Low,Yellow,4,1
Gliese 5235w,313629,Medium,High,High,High,Blue,0,0
K2-5045y,332068,High,High,High,Medium,Red,4,0
K2-1411g,286897,High,Low,High,High,Red,5,0
Ross 4259f,316373,Low,Low,Low,Low,Yellow,5,1
Ross 6774x,288867,High,High,High,Low,Red,4,0
LHS 6w,319391,Medium,Medium,Low,Medium,Yellow,5,1
K2-7126s,322900,Low,Low,Low,Low,,6,1
K2-9695a,305851,Low,Low,High,Low,Yellow,8,1
HD 2783q,314906,Low,High,Low,Low,Yellow,5,1
HR 5574h,331799,High,Low,Low,Medium,Yellow,2,1
TRAPPIST-2927t,310587,Medium,High,High,Low,Red,4,0
LHS 6520y,322120,Low,Medium,High,Medium,Yellow,6,1
Gliese 5361p,339902,Low,Low,High,Low,Yellow,7,1
HR 8654o,304472,Medium,High,Low,Low,Yellow,4,1
WASP-7140m,303833,High,High,High,High,Red,6,0
TRAPPIST-7708j,304092,Low,Low,Low,Low,Yellow,8,1
Ross 1133p,318027,Low,High,Low,High,Yellow,5,1
TRAPPIST-1045z,296858,Low,High,High,High,Red,5,0
Gliese 2407n,305451,High,Low,Low,Medium,Yellow,2,1
Ross 2622n,317612,Low,Low,Medium,High,Red,5,0
WASP-1940i,307646,High,High,Low,High,Blue,5,0
Gliese 8160w,279158,Low,High,High,Low,Blue,6,0
Ross 5499a,301913,High,High,High,Low,Red,4,0
K2-3975x,265429,Low,Low,Medium,Medium,Blue,8,1
Gliese 90l,277672,High,High,High,Low,Red,3,0
KELT-7172l,305045,Low,Medium,Low,Low,Yellow,5,1
HD 8793j,326629,High,Low,Low,Low,Blue,1,1
WASP-3961i,324716,High,High,High,High,Red,4,0
HD 2112l,288028,High,High,High,Medium,Red,5,0
LHS 1646k,304246,Low,Low,Low,Low,Yellow,0,1
LHS 1851i,324665,High,High,Low,Medium,Yellow,6,1
HD 4849w,326586,Medium,Low,Low,Low,Yellow,4,1
WASP-9703h,306439,Medium,Low,Medium,Low,Yellow,8,1
K2-6799m,304289,High,Low,High,High,,6,0
LHS 1489t,321010,Low,Low,Low,Low,Yellow,4,1
K2-9775a,323685,Low,Medium,Low,High,Blue,8,1
K2-8458p,333437,Medium,High,Low,High,Red,7,1
LHS 8923a,307589,High,Medium,Low,Low,Yellow,4,1
HR 3774l,305994,Low,Low,Medium,High,Blue,4,1
K2-8949x,285337,Low,High,High,High,Blue,8,0
HR 4546a,325606,Low,Medium,High,Low,Yellow,0,1
TRAPPIST-408f,306693,Low,High,High,High,Red,3,0
TRAPPIST-518w,265907,High,Medium,Medium,High,Red,7,0
Gliese 5443n,308610,High,Medium,High,Low,Yellow,4,0
LHS 2284p,296781,High,Medium,High,High,Red,2,0
TRAPPIST-2181p,294139,High,Low,High,Medium,Red,6,0
Gliese 9640s,309233,Low,Low,Low,Low,Yellow,5,1
LHS 9574q,302518,High,Medium,High,High,Yellow,5,0
K2-2375v,330524,High,Medium,High,High,Red,0,0
Gliese 5158j,277813,High,Low,High,High,Blue,7,0
Ross 6711r,319419,High,High,High,High,Red,0,0
HD 6611e,306339,High,High,Medium,High,Red,5,0
Kepler-8106a,315720,Low,Medium,High,Low,Yellow,8,1
HR 9700f,283835,Low,Medium,High,Medium,Yellow,8,1
HR 9300o,335120,Low,High,Low,Low,Yellow,4,1
KELT-5457j,320937,Low,Low,Low,Medium,Yellow,1,1
LHS 8783l,287602,High,High,Medium,High,Yellow,5,0
TRAPPIST-9903y,287017,High,Low,High,Low,Yellow,2,0
HR 5214w,314937,Medium,High,Medium,Low,Blue,3,0
LHS 5579j,337444,High,Low,High,Low,Yellow,6,0
LHS 5933r,312059,Low,Low,Low,Low,Yellow,0,1
K2-1413g,331384,High,Low,Low,Low,,7,1
HR 3188e,320632,High,High,High,High,Blue,3,0
KELT-516f,309405,Medium,Medium,High,Low,Red,6,0
HR 4453p,310564,Low,Low,Low,Low,Yellow,6,1
HR 5638d,304830,Low,Low,Low,High,Yellow,3,1
Gliese 6081i,307814,High,High,High,High,Blue,4,0
KELT-5359o,273396,High,High,High,High,Yellow,6,0
Gliese 7485p,273010,High,High,Low,High,Yellow,5,0
LHS 2929x,330375,High,High,High,High,Red,8,0
HD 3012h,328265,Low,Low,Low,High,Yellow,6,1
K2-6222p,271614,High,Low,High,High,Red,2,0
HD 9532d,320357,Medium,High,Low,Low,Yellow,5,1
K2-6661e,312836,Low,Low,Low,Low,Yellow,5,1
HD 7324g,303270,Low,High,Low,Medium,Yellow,4,1
HD 2100i,321967,High,High,Medium,Low,Red,4,0
LHS 8426s,310833,Medium,High,High,Low,Red,4,0
HD 7821v,309932,Low,Medium,High,Medium,Yellow,2,1
HR 8551z,266537,High,High,High,Medium,,6,0
LHS 7468e,329850,High,High,High,Medium,Red,3,0
KELT-2228u,314051,Medium,Low,Low,Low,Blue,5,1
TRAPPIST-505e,310149,Low,High,Medium,High,Red,7,0
KELT-4769g,302583,Low,Medium,Low,Low,Blue,8,1
LHS 6448e,298292,High,High,Low,High,Yellow,7,0
K2-5165n,268670,High,High,High,High,Red,1,0
Kepler-6530w,318639,High,Low,Medium,Medium,Yellow,4,0
Ross 1730i,312211,High,Low,Low,Low,Yellow,3,1
Gliese 7674i,278130,High,Medium,High,High,Red,1,0
WASP-1491i,327419,Medium,Low,Low,Medium,Yellow,6,1
TRAPPIST-8648i,304733,High,Low,High,High,Red,3,0
HD 4982n,319191,Low,Low,Low,Low,Yellow,5,1
Ross 1434z,310339,Low,High,High,High,Red,1,0
Gliese 1732m,334304,Low,Low,Low,High,Yellow,6,1
Ross 1997t,336276,Low,Low,Low,Low,Red,7,1
LHS 7165a,270134,High,High,High,High,Red,4,0
HR 1268s,306513,Low,Low,High,Medium,Yellow,2,1
HR 4031r,303220,High,Medium,Low,Low,Blue,6,1
HD 266s,329100,Medium,Low,Low,High,Yellow,0,1
WASP-3487d,311617,High,High,High,Medium,Red,5,0
Kepler-6901x,308712,High,High,Medium,High,Red,0,0
HR 8723y,289380,High,High,High,High,Red,6,0
LHS 4450l,289224,Low,High,Low,Low,Yellow,4,1
HR 6365b,306279,High,Low,Medium,High,Yellow,1,0
KELT-9273k,307114,Low,Low,Low,Low,Yellow,5,1
HR 9316k,287480,High,High,Medium,High,Blue,5,0
Ross 4717s,312947,Low,Medium,Low,Low,Yellow,8,1
Gliese 8953b,323208,High,Low,High,Low,Red,1,0
Gliese 3868z,267074,High,High,Medium,Medium,Red,5,0
TRAPPIST-4572q,289000,High,Low,Medium,High,Red,1,0
KELT-3233k,288829,High,Medium,Low,High,Red,2,0
HR 2159o,321846,Low,Low,Low,Low,Yellow,4,1
Kepler-6286f,333758,High,High,High,High,Red,6,0
HR 1218b,311219,Medium,Low,High,Low,Yellow,2,1
K2-8476o,320906,Low,Low,Low,Low,Yellow,6,1
WASP-9252u,309241,Medium,Low,High,Low,Red,6,1
Gliese 7021g,282128,High,Medium,Low,Medium,Red,1,0
KELT-2554g,318132,High,Medium,Low,High,,1,0
Ross 473a,275739,High,High,High,High,Red,8,0
Kepler-3297d,315347,Medium,High,High,Medium,Red,4,0
HR 9039h,304989,Low,Low,Low,Medium,,5,1
Ross 5396t,313804,High,High,Low,Medium,,8,0
LHS 722n,338558,Low,Low,Low,Medium,Yellow,7,1
WASP-7239d,289016,High,Medium,Medium,High,Red,5,0
TRAPPIST-1397a,315857,High,High,High,Low,Blue,2,0
HR 2153h,314024,Medium,Medium,Low,High,Yellow,6,1
HD 6032x,301655,Medium,High,Medium,Low,Blue,6,1
WASP-151x,284194,High,Low,High,High,Blue,2,0
LHS 3094p,305893,High,High,Low,High,Red,6,0
Kepler-6836q,281931,High,Low,High,High,Red,5,0
HD 8043z,298335,High,Low,Low,High,Yellow,8,0
K2-9997o,336441,High,High,Medium,Low,Yellow,5,0
TRAPPIST-2883g,328277,Medium,High,High,Medium,Yellow,3,1
Ross 1601f,316136,High,Low,High,Low,Red,0,0
Ross 3454j,305741,High,Medium,High,High,Red,6,0
WASP-1520x,333106,High,Medium,Medium,Low,Red,0,0
HR 7145m,323557,Low,Medium,Low,Low,Yellow,5,1
Kepler-1848d,265409,High,Low,High,Medium,Red,4,0
HR 8955u,310262,Medium,High,Low,Low,Yellow,4,1
Ross 456n,290216,Medium,High,Low,High,Yellow,3,0
Kepler-6639c,279014,Low,Medium,Low,Medium,Red,1,0
K2-8102p,271249,Low,High,High,High,Red,3,0
WASP-2462z,310192,High,Low,High,Medium,Red,4,0
Gliese 9162t,337375,Low,Low,High,High,Yellow,4,1
K2-1901y,336859,High,Low,Medium,Medium,Yellow,7,1
LHS 9854t,325356,Low,Low,Low,Low,Yellow,2,1
HD 8890y,339148,Low,Medium,Medium,Low,Yellow,5,1
WASP-8338o,310519,High,Low,Low,Low,Red,0,1
TRAPPIST-5766s,316578,High,Low,Medium,High,Blue,1,0
LHS 6133o,293659,High,High,High,High,Red,7,0
KELT-2797t,283478,Medium,Medium,Low,High,Red,3,0
Gliese 6304m,318118,Medium,Medium,Low,High,Yellow,0,0
KELT-7540b,306729,Low,High,High,High,Red,8,0
Gliese 5865l,306286,Low,High,Low,Low,Blue,1,1
HD 7718y,305535,Low,Medium,High,High,Blue,0,0
HR 2588k,286971,High,Low,Low,Low,Yellow,6,1
HR 4l,280023,High,High,Low,High,Red,5,0
WASP-2432f,283055,High,High,High,Low,Red,6,0
LHS 9008u,315028,Low,Low,Low,Low,Yellow,4,1
KELT-1146v,294634,Medium,High,High,High,,5,0
HD 2908w,303779,Medium,High,Medium,High,Red,4,0
Gliese 4630w,290151,High,Low,High,Low,Yellow,4,1
Ross 6702e,325306,Low,High,High,High,Red,0,0
HR 695t,306073,Low,Low,Low,Low,Yellow,5,1
K2-7716x,314556,High,Low,Low,Low,Yellow,8,1
Gliese 6209m,302308,High,Medium,Low,Low,Yellow,0,1
KELT-5252c,304055,Low,Low,Medium,Medium,Yellow,5,1
K2-9514y,273680,High,High,High,High,,2,0
TRAPPIST-7278m,302389,High,High,Medium,Low,Red,5,0
K2-9906d,296191,Low,Medium,Low,High,Red,0,0
Ross 784y,309166,Medium,Medium,Low,Low,Yellow,8,1
Gliese 3792h,309469,High,Medium,Low,High,Yellow,3,1
KELT-2282x,301646,Low,Low,Medium,Low,Blue,8,1
Ross 925l,309717,High,Low,Low,High,Yellow,3,1
K2-8984c,293746,Low,High,High,Medium,Red,4,0
LHS 607c,319583,Low,Low,High,Low,Yellow,6,1
TRAPPIST-1209g,309178,Low,High,High,Low,Yellow,3,0
WASP-3258l,300197,Medium,High,High,High,Red,1,0
KELT-7634k,320487,Low,Low,Low,Low,Yellow,4,1
HD 1098g,278373,Low,High,Medium,Medium,Red,4,0
Kepler-623r,304198,Medium,Medium,Low,Low,Yellow,5,1
LHS 2098s,269800,Medium,High,High,Medium,Red,4,0
K2-9880k,318524,Medium,Low,Medium,Low,Yellow,6,1
K2-8042b,308820,Low,Low,Low,Low,Yellow,7,1
HD 8793r,313532,High,Low,High,Low,Red,4,0
K2-139n,333456,Medium,Low,Low,Low,Blue,5,1
Ross 7573p,338557,High,Medium,Low,Low,Blue,5,1
HD 8817p,297481,High,High,High,High,Yellow,6,0
TRAPPIST-7465t,332067,High,High,High,High,Yellow,0,0
LHS 6963j,316883,Low,Low,Low,Low,Yellow,1,1
Ross 2411t,298914,Low,High,High,High,Red,0,0
HD 4966r,286453,High,High,High,High,Blue,5,0
LHS 8953m,294271,High,High,High,Low,Red,1,0
LHS 9169a,305234,High,High,Medium,High,Red,4,0
LHS 9896q,330889,Low,High,Low,Low,Red,4,1
TRAPPIST-7522b,326066,Low,Low,Low,Low,Yellow,5,1
WASP-2073z,325928,High,High,High,Low,Red,7,1
WASP-241r,327728,High,Medium,Low,High,Yellow,4,1
HR 3349i,290556,High,Low,High,High,Red,7,0
HD 5943f,337996,Medium,High,Low,Low,Yellow,5,1
KELT-7492f,333967,Low,Low,Medium,Low,Yellow,2,1
KELT-1785h,266254,High,High,High,High,Red,4,0
LHS 4710n,306643,High,Low,Low,Low,,8,1
HR 1057d,293507,Medium,High,High,High,,5,0
Ross 2820i,286535,High,High,High,High,Red,0,0
LHS 9779w,312800,Medium,Low,Medium,Low,Blue,7,1
HD 8458k,316760,High,Low,High,High,Red,5,0
Gliese 852x,302712,Low,High,Low,Low,Yellow,6,1
HD 2518m,277379,High,Low,Low,Low,Yellow,6,1
HR 8830k,327322,High,Low,High,Low,Yellow,5,1
Gliese 244h,320547,Medium,High,High,Low,Red,6,0
Kepler-5735d,320260,Low,Low,Low,Medium,Red,7,1
Ross 6368e,317392,High,High,High,High,Red,5,0
HR 9504y,266130,High,Medium,High,High,Red,6,0
TRAPPIST-1978e,297102,High,Medium,High,Low,Blue,0,0
WASP-4090y,323576,Low,Low,High,Low,Yellow,5,1
HD 3435m,324295,Medium,Medium,Low,Medium,Yellow,7,1
Ross 4438y,272232,High,Medium,High,High,Red,8,0
LHS 8461b,313523,Low,Low,Low,Low,Yellow,6,1
HD 2674q,270989,High,High,High,High,Red,7,0
WASP-684a,333508,Low,Low,Low,Low,Yellow,5,1
KELT-2049b,292793,High,Medium,High,High,Red,2,0
HR 5950c,314671,Medium,Low,High,High,Yellow,6,0
WASP-6787g,313997,Low,Medium,Low,Low,Yellow,7,1
WASP-1900l,317186,High,High,High,High,Blue,1,0
K2-8363f,323139,High,Low,Low,Low,Yellow,4,1
HD 1373q,333051,Low,Low,Low,Low,Yellow,6,1
TRAPPIST-692v,318959,High,High,Medium,High,Red,5,0
K2-7959r,292552,Medium,High,Medium,High,Blue,0,0
Kepler-9930u,327676,Low,Low,Medium,High,Red,0,1
HD 8985r,302180,High,High,Low,High,Yellow,7,1
Kepler-2266i,298233,High,High,High,High,Blue,4,0
Kepler-518b,290053,High,Low,Low,High,Yellow,0,0
Ross 3798x,289204,Low,Low,Low,Low,Red,8,1
Ross 5757b,310850,High,Low,High,High,Yellow,1,0
KELT-4881b,305221,Medium,Low,Low,Low,Yellow,4,1
HR 5264m,336182,Low,Medium,Low,Low,Red,4,1
WASP-6788m,283648,High,Medium,Low,Low,,1,1
LHS 4647i,274053,High,Low,High,High,Yellow,7,0
Ross 4945f,325453,Low,Low,High,Low,Yellow,5,1
HR 1876t,276946,High,High,High,Medium,Red,5,0
K2-5546g,284589,High,Medium,High,Medium,Blue,3,0
Ross 6942r,279605,Low,High,High,High,Blue,0,0
Kepler-1699q,310987,Low,Low,High,High,Red,4,0
Ross 6290m,265738,High,High,High,Medium,Red,2,0
TRAPPIST-8778g,269991,Low,High,Low,High,Yellow,7,0
WASP-6276a,274208,High,High,High,Low,Red,2,0
LHS 7904o,270935,High,Medium,High,High,Red,2,0
LHS 8951v,283674,Medium,High,Low,Medium,Yellow,6,1
HD 4620k,308448,Medium,Medium,High,High,Yellow,5,0
KELT-4w,271909,Medium,High,High,High,Red,6,0
HR 5599b,318474,Low,Medium,Low,Low,Yellow,8,1
TRAPPIST-299e,317091,High,Low,Low,Low,Blue,1,1
TRAPPIST-2293t,314545,Low,Low,High,Medium,Yellow,8,1
HD 2042j,294010,High,High,Medium,High,Yellow,3,0
TRAPPIST-8784v,325590,Low,High,Low,Low,Yellow,1,1
Gliese 3033e,273696,High,Low,High,High,Yellow,0,0
KELT-1815a,322010,Low,Medium,Low,Low,Yellow,2,1
Kepler-6202b,311183,Low,High,High,High,Blue,4,0
KELT-3066y,304325,Low,High,High,High,Red,2,0
K2-5591r,305042,Medium,High,High,High,,5,0
K2-7421k,271460,High,High,High,High,Blue,5,0
Ross 4379l,302983,Medium,Low,Low,Low,Yellow,4,1
KELT-2037b,337689,Low,Low,Low,Low,Blue,6,1
TRAPPIST-3938g,283664,Low,High,High,High,Red,5,0
Gliese 8906a,303158,Low,High,Low,Low,Yellow,3,1
Gliese 1976e,316374,High,High,Low,High,Red,5,0
HD 2116t,325520,High,Low,Medium,Low,Yellow,2,1
HD 6518q,288703,Medium,Low,High,Medium,,3,0
HR 3715d,321129,Low,High,Medium,Low,Blue,6,1
HD 3484b,326815,High,Low,Low,Low,Yellow,7,1
Kepler-7942z,299343,Medium,High,High,High,Blue,0,0
TRAPPIST-8283b,335655,Low,Low,Medium,Low,Yellow,2,1
Kepler-8064n,306273,Low,High,Low,Medium,Yellow,5,1
LHS 4004r,301073,Low,Low,Low,Medium,Yellow,5,1
HR 7714j,303772,High,Medium,Medium,Low,Red,1,0
HR 4841i,270656,High,High,Medium,High,Blue,6,0
LHS 4612z,273536,High,High,High,High,Red,3,0
K2-5057o,334124,Low,Low,Medium,Low,,4,1
K2-5631f,331162,Medium,Low,Low,Low,Yellow,6,1
TRAPPIST-9038n,334173,Low,High,Low,Low,Yellow,5,1
Ross 7029c,307268,Medium,Medium,Low,High,Blue,1,0
HD 999x,308291,High,High,High,High,Blue,4,0
Kepler-8657x,301992,Low,Low,Low,Low,,6,1
HD 1850m,274929,Low,Low,High,Medium,Red,7,0
LHS 3504c,308130,High,High,High,Medium,Red,1,0
Ross 4949z,320250,High,Low,Low,Low,Yellow,4,1
HR 327d,304113,High,Low,High,Low,Yellow,8,1
Ross 6630d,273866,High,Medium,High,High,Blue,5,0
WASP-7769a,281865,Medium,Medium,Medium,High,Yellow,7,1
K2-6555i,300376,Low,Low,Low,Low,Yellow,6,1
TRAPPIST-9883r,273180,Low,High,Low,High,Red,2,0
Ross 3169e,300562,Low,Medium,Low,Low,Yellow,8,1
HR 7196t,329743,High,Low,Medium,Medium,Yellow,1,1
Kepler-7274o,293535,High,High,High,Low,Yellow,4,0
K2-5935r,334480,Low,Low,Low,Low,Yellow,8,1
KELT-634r,326719,High,Low,High,High,Yellow,7,1
HR 2421s,298296,High,High,Medium,High,Red,3,0
TRAPPIST-9673p,323890,Low,High,Low,Low,,7,1
KELT-8441b,335577,Medium,Medium,High,Medium,Red,2,0
Gliese 4356m,316593,Low,High,High,Low,Blue,0,0
KELT-8265y,295365,High,High,High,High,Red,4,0
HD 1375c,266792,Low,High,High,High,Red,1,0
Kepler-8353y,265942,Low,High,Medium,Medium,Red,4,0
Kepler-1808l,338695,Low,Low,Low,Low,Red,5,1
TRAPPIST-3350q,323929,Low,Medium,Low,Low,Yellow,4,1
Kepler-312g,329721,Low,Low,Low,Low,Yellow,7,1
WASP-2134c,317342,Low,Medium,High,Low,Red,6,0
Ross 743j,318337,High,Medium,High,High,Red,5,0
Gliese 76f,287117,Low,Low,Low,Medium,Red,1,0
K2-3718i,316131,Medium,Low,Low,Low,Yellow,8,1
Kepler-3224m,319168,High,High,High,High,Red,4,0
Ross 7444w,329879,Low,Low,Low,Low,Blue,4,1
HR 3128q,270859,Medium,Low,High,Low,,6,1
LHS 3845d,302994,High,Medium,High,High,Blue,1,0
TRAPPIST-6131z,323994,Low,High,Medium,Low,Yellow,4,1
HR 2999z,310164,Low,Medium,Low,Low,Blue,8,1
Ross 4314w,278521,High,High,Low,High,Red,5,0
HD 8374k,311333,Low,Medium,Low,Low,Yellow,5,1
Ross 129f,333615,Low,High,Low,High,,8,1
HD 204h,324772,Low,Low,Low,Medium,Yellow,6,1
K2-552m,302098,High,Low,High,High,Red,1,0
LHS 2688b,300853,Low,Medium,Low,Low,Red,0,1
TRAPPIST-9666s,328098,High,Low,High,High,Blue,6,0
HD 6395d,338775,Low,Low,Low,Medium,Yellow,6,1
LHS 9742c,301599,High,Medium,Low,High,Red,5,0
TRAPPIST-6178g,334152,Low,Medium,Medium,High,Blue,5,1
Kepler-9096g,301744,High,Low,Low,Low,Yellow,7,1
TRAPPIST-1587c,319691,Low,Low,Low,Low,Yellow,7,1
HD 9910w,305785,High,High,High,Low,,6,0
WASP-3490i,322114,Low,Medium,Low,Low,Yellow,6,1
TRAPPIST-2533t,317335,High,Low,High,Low,Red,4,0
HR 6537y,301245,Low,High,High,Medium,Red,1,0
WASP-8458u,337071,Low,Low,Low,Low,Yellow,5,1
HR 4032g,317273,High,Low,High,High,Yellow,8,0
KELT-2939p,288433,Medium,Low,Medium,High,Red,3,0
K2-6117u,275121,High,High,High,High,Red,6,0
WASP-607n,326491,Low,Low,High,Low,Yellow,5,1
TRAPPIST-7745d,290936,Medium,Medium,Medium,Low,,5,0
K2-4108f,298838,High,Medium,High,Medium,Red,0,0
Gliese 4161n,306848,Low,Low,Low,High,Blue,4,1
HR 2349j,274339,Low,High,Low,High,Yellow,4,0
HR 9549v,302158,High,Medium,High,Low,Red,4,0
Ross 7983u,281390,High,High,High,High,,2,0
HD 5773n,287724,High,High,Medium,High,Blue,2,0
LHS 1393y,323755,Low,Low,Medium,Low,Blue,4,1
LHS 3597k,310041,High,Medium,High,Low,Red,7,0
K2-1437s,284658,High,High,High,High,Red,0,0
K2-4697f,300871,Low,Low,Medium,High,Yellow,6,1
Gliese 4251z,305625,Low,High,High,High,Red,5,0
Ross 9766o,312021,Low,Low,Low,Low,Yellow,0,1
HD 3093g,298920,High,High,High,High,Red,0,0
WASP-9429e,297774,Low,Low,Low,Low,Red,7,1
HD 2383a,266049,Low,Low,High,High,Red,5,0
HD 56e,312166,High,Medium,High,High,Red,5,0
WASP-4762a,289224,High,High,High,High,Red,5,0
Gliese 7459r,315089,High,High,Low,High,Blue,6,0
HD 713f,282997,High,High,High,High,Blue,2,0
KELT-1419i,296391,High,Low,High,High,Red,5,0
Kepler-460h,328078,Low,High,Medium,Low,Yellow,5,1
K2-3917j,334365,High,High,Low,Medium,Yellow,8,1
Kepler-3024n,314407,Low,Medium,Low,Low,Yellow,6,1
TRAPPIST-7765v,327938,Low,High,Low,Medium,Yellow,6,1
WASP-1576l,319826,Medium,High,High,High,Red,1,0
Kepler-9095v,311605,High,Medium,High,High,Red,4,0
TRAPPIST-3497i,315663,High,Low,Low,High,Blue,4,0
Gliese 6392b,310464,High,High,Medium,Low,Red,7,0
Ross 4680l,317967,High,Medium,High,High,Red,3,0
Gliese 7184m,336087,High,High,High,High,Blue,4,0
LHS 2198v,288587,High,High,Medium,High,Red,1,0
HD 952d,336579,High,High,High,High,Blue,4,0
TRAPPIST-4272w,283381,High,Medium,High,High,,1,0
LHS 5713x,274765,High,Medium,Low,High,Red,6,0
Kepler-1842c,265651,Low,High,High,High,Red,2,0
KELT-7129c,326169,Low,Low,Low,Low,Yellow,4,1
HD 1672z,279133,Low,Low,Low,High,Yellow,4,1
Gliese 620a,319910,Low,Medium,Medium,High,Red,3,0
TRAPPIST-9362o,269570,Medium,High,Medium,High,Red,4,0
HR 1381w,278397,Low,High,High,Medium,Red,2,0
K2-8183e,265554,Medium,Low,High,High,Red,2,0
K2-6812b,315761,Low,Low,Medium,Medium,Yellow,3,1
TRAPPIST-2107z,327022,Medium,High,Low,Medium,Yellow,4,1
TRAPPIST-9974g,330581,Low,Medium,Low,Low,Yellow,6,1
Kepler-8326x,332037,High,High,Low,Medium,Red,5,1
HR 5583l,301658,Low,Low,Medium,Low,Blue,1,1
HR 1550v,338968,Low,Low,Low,Low,Yellow,6,1
Gliese 9308x,291347,Medium,High,High,Low,Red,2,0
HD 9917d,311831,High,Medium,Low,High,Red,1,0
Ross 3186l,305537,Low,Low,Low,Low,Yellow,5,1
Kepler-8514c,282663,High,Low,High,Medium,Red,3,0
HR 7585r,311530,High,High,Medium,High,Red,8,0
WASP-945r,276030,Low,High,High,High,Yellow,1,0
K2-7626e,304004,Medium,Low,Medium,Medium,Red,4,1
HD 3076u,314624,Low,Low,Low,Low,Yellow,6,1
TRAPPIST-9152c,338105,Low,Low,High,Low,Yellow,7,1
TRAPPIST-8789l,286899,High,High,Medium,Medium,Red,5,0
K2-657k,298509,High,High,High,High,Blue,5,0
Gliese 2969x,319432,Low,Low,Medium,Low,Yellow,8,1
K2-9625t,323799,Medium,High,High,Low,Red,6,0
Kepler-5151j,334467,High,Low,Low,Low,Yellow,8,1
Kepler-9479j,266269,Low,High,High,Low,Red,3,0
WASP-1065a,306360,Low,Low,Medium,Low,Blue,4,1
LHS 1655t,308170,Low,Low,Low,High,Yellow,3,1
LHS 570b,294599,Medium,High,High,High,Red,4,0
LHS 3585a,288812,High,Low,High,Medium,Yellow,7,1
Kepler-4148i,268479,High,Low,High,Medium,Red,4,0
KELT-7129p,304651,Low,Low,Medium,Low,Yellow,4,1
HR 1222z,308881,Low,Low,Low,Low,Yellow,8,1
K2-2199h,335082,Low,Low,Medium,Medium,Blue,7,1
Kepler-2622d,326567,High,Low,Medium,High,Yellow,5,1
WASP-1637t,311372,High,Low,High,High,Yellow,7,0
WASP-6028l,303278,Low,High,Low,High,Red,6,0
LHS 2692o,316757,Medium,Low,Low,Low,Red,6,1
Gliese 9365v,327127,Medium,Low,Low,Medium,Yellow,4,1
HR 1169t,298741,High,High,High,High,Red,4,0
KELT-6333l,318401,Low,Low,Low,Low,Yellow,3,1
Kepler-9908a,266410,Medium,Low,Low,High,Red,5,0
Kepler-1467g,314034,Low,High,Low,Low,Red,0,1
WASP-6089n,281627,Medium,Medium,Low,High,Red,3,0
HD 5870z,297049,High,Medium,High,High,Red,0,0
HD 2891m,277593,Low,Low,Low,Low,Yellow,8,1
KELT-9391x,335582,Low,Medium,Low,Low,Yellow,0,1
Ross 8574k,291402,High,High,High,High,Yellow,6,0
K2-8070p,276827,Low,High,High,High,Red,5,0
Kepler-9640y,303113,Low,High,Medium,Low,Red,5,1
KELT-4723l,330340,Low,Medium,Low,Low,Yellow,5,1
K2-4174r,327948,Low,Low,High,High,Yellow,6,1
WASP-5705a,277285,High,High,High,High,Red,4,0
TRAPPIST-586s,330405,Medium,Medium,Low,Low,Yellow,4,1
HD 7625z,315682,High,Low,High,High,Red,4,0
Ross 6967r,301072,Medium,Low,High,High,Yellow,3,0
KELT-1916o,326153,Low,High,Low,Low,Yellow,1,1
Ross 5982j,317209,High,Low,High,Medium,Yellow,1,1
K2-9553t,265111,High,High,High,High,Yellow,6,0
TRAPPIST-1592h,313570,High,Medium,High,High,Red,4,0
HD 829h,307663,Low,Low,Low,Medium,Blue,2,1
K2-3719n,303411,Low,High,High,High,Red,6,0
HD 9343z,333893,Low,Low,Low,Low,Yellow,5,1
KELT-8178r,314967,High,Low,High,High,Red,7,0
HD 684v,316957,Low,High,Low,Low,Yellow,6,1
HD 8822c,286965,High,Low,Low,High,Yellow,6,1
Gliese 3973v,322415,Medium,Medium,Low,Low,Yellow,8,1
LHS 5425p,305544,Medium,Medium,Medium,Low,Yellow,4,1
WASP-5193p,269374,High,High,High,High,Yellow,7,0
Gliese 9845g,317286,Low,Low,Low,High,Yellow,6,1
K2-8169o,283075,High,Low,High,High,,5,0
KELT-115e,335723,Low,Low,Medium,Low,Yellow,5,1
LHS 8458m,295820,Low,High,High,High,Yellow,3,0
TRAPPIST-907a,322100,Medium,Low,Low,Low,Red,6,1
LHS 8743o,312735,Medium,Low,Low,Low,Red,6,0
Kepler-7756i,326872,Low,Low,Low,Medium,Yellow,5,1
HR 5293a,322393,Low,Low,Low,Low,Red,5,1
Kepler-3534h,284766,High,High,High,High,,3,0
KELT-7982u,304352,High,Medium,High,Medium,Blue,5,0
Kepler-2715h,327321,High,Low,Low,High,Yellow,7,1
K2-4738s,331542,Low,High,Low,Low,Red,4,1
Kepler-9098t,314452,High,Low,Medium,High,Yellow,6,0
TRAPPIST-5205l,319938,High,Low,High,High,Yellow,8,0
